subject,session,AcqGroup
NDARXF358XGE,HBNsiteRU,1
NDARXF203DCD,HBNsiteRU,1
NDARXD710RLN,HBNsiteRU,1
NDARXD345GBN,HBNsiteRU,1
NDARWZ024UYK,HBNsiteRU,1
NDARWV794VM2,HBNsiteRU,1
NDARWV568MEU,HBNsiteRU,1
NDARWV449GEM,HBNsiteRU,1
NDARWT449PUN,HBNsiteRU,1
NDARXY240WJC,HBNsiteRU,1
NDARYC466ER1,HBNsiteRU,1
NDARYC243UW5,HBNsiteRU,1
NDARYB392JWP,HBNsiteRU,1
NDARXT822TAA,HBNsiteRU,1
NDARXR637JER,HBNsiteRU,1
NDARXP557DLJ,HBNsiteRU,1
NDARUA832MYV,HBNsiteRU,1
NDARNT541VT2,HBNsiteRU,1
NDARNR734JZH,HBNsiteRU,1
NDARNM783ZVV,HBNsiteRU,1
NDARNM708YTF,HBNsiteRU,1
NDARNL134VF0,HBNsiteRU,1
NDARNK768THB,HBNsiteRU,1
NDARNK740ZVM,HBNsiteRU,1
NDARNK322PHW,HBNsiteRU,1
NDARNK055HVH,HBNsiteRU,1
NDARNE406XC3,HBNsiteRU,1
NDARNE196LV0,HBNsiteRU,1
NDARND697FLK,HBNsiteRU,1
NDARPE056ACA,HBNsiteRU,1
NDARPD029JVJ,HBNsiteRU,1
NDARPB619PHV,HBNsiteRU,1
NDARPA570LBF,HBNsiteRU,1
NDARNZ792HBN,HBNsiteRU,1
NDARND348HB3,HBNsiteRU,1
NDARPH834YB1,HBNsiteRU,1
NDARMN302YAV,HBNsiteRU,1
NDARMM951YEH,HBNsiteRU,1
NDARMM326JCB,HBNsiteRU,1
NDARMM137PT6,HBNsiteRU,1
NDARMM005DLK,HBNsiteRU,1
NDARML024FF2,HBNsiteRU,1
NDARMK416UUQ,HBNsiteRU,1
NDARMJ849UKD,HBNsiteRU,1
NDARMJ334ZK3,HBNsiteRU,1
NDARMG196KV4,HBNsiteRU,1
NDARMF508PA2,HBNsiteRU,1
NDARME736MN8,HBNsiteRU,1
NDARTZ901LDK,HBNsiteRU,1
NDARMN376BMF,HBNsiteRU,1
NDARNC561KDP,HBNsiteRU,1
NDARMZ687XRR,HBNsiteRU,1
NDARMY294VNE,HBNsiteRU,1
NDARMY254BGN,HBNsiteRU,1
NDARMV274TAY,HBNsiteRU,1
NDARMT784NED,HBNsiteRU,1
NDARMT732GKM,HBNsiteRU,1
NDARMR039JV5,HBNsiteRU,1
NDARTK834FT9,HBNsiteRU,1
NDARTH473LF8,HBNsiteRU,1
NDARTG396FGE,HBNsiteRU,1
NDARTC865YNZ,HBNsiteRU,1
NDARRZ927VC3,HBNsiteRU,1
NDARRY268AF2,HBNsiteRU,1
NDARRX819BZ0,HBNsiteRU,1
NDARRW951BYF,HBNsiteRU,1
NDARTK691PJJ,HBNsiteRU,1
NDARTK933KL9,HBNsiteRU,1
NDARRV941EAC,HBNsiteRU,1
NDARTY225EWV,HBNsiteRU,1
NDARTW889JN9,HBNsiteRU,1
NDARTW850GHU,HBNsiteRU,1
NDARTU777GVV,HBNsiteRU,1
NDARTT272WT5,HBNsiteRU,1
NDARTN487KDK,HBNsiteRU,1
NDARTN173MXV,HBNsiteRU,1
NDARTT194LTU,HBNsiteRU,1
NDARRV837BZQ,HBNsiteRU,1
NDARRA767WB7,HBNsiteRU,1
NDARRA537FWW,HBNsiteRU,1
NDARPZ344ZGE,HBNsiteRU,1
NDARPW915RGD,HBNsiteRU,1
NDARPW786GC4,HBNsiteRU,1
NDARPW313LAJ,HBNsiteRU,1
NDARPV303LAX,HBNsiteRU,1
NDARPV145KGL,HBNsiteRU,1
NDARPP622WV4,HBNsiteRU,1
NDARPL596YTD,HBNsiteRU,1
NDARPL201YL4,HBNsiteRU,1
NDARPK237YHD,HBNsiteRU,1
NDARRB338YZ0,HBNsiteRU,1
NDARRU720LG4,HBNsiteRU,1
NDARRU729XRU,HBNsiteRU,1
NDARRB359CRR,HBNsiteRU,1
NDARRT038VG1,HBNsiteRU,1
NDARRP163YRC,HBNsiteRU,1
NDARRM320RHN,HBNsiteRU,1
NDARRM073JKA,HBNsiteRU,1
NDARRL685WB7,HBNsiteRU,1
NDARRH344TL7,HBNsiteRU,1
NDARRJ989YPA,HBNsiteRU,1
NDARRK882CLT,HBNsiteRU,1
NDARRL660CME,HBNsiteRU,1
NDARPR768KT4,HBNsiteSI,2
NDARPP337KUQ,HBNsiteSI,2
NDARPL721WTD,HBNsiteSI,2
NDARPG072ZZ7,HBNsiteSI,2
NDARPV249ZRF,HBNsiteSI,2
NDARPW482TVE,HBNsiteSI,2
NDARPE596LZL,HBNsiteSI,2
NDARNW218ZBU,HBNsiteSI,2
NDARPE404CMV,HBNsiteSI,2
NDARPD977VX2,HBNsiteSI,2
NDARNV332JF2,HBNsiteSI,2
NDARNT939YMG,HBNsiteSI,2
NDARNT572CMD,HBNsiteSI,2
NDARNT042GRA,HBNsiteSI,2
NDARRA733VWX,HBNsiteSI,2
NDARNM624PDC,HBNsiteSI,2
NDARNL599TMZ,HBNsiteSI,2
NDARPZ621ZLE,HBNsiteSI,2
NDARTH610GMK,HBNsiteSI,2
NDARRD720XZK,HBNsiteSI,2
NDARTY625VHZ,HBNsiteSI,2
NDARNJ715JPV,HBNsiteSI,2
NDARTX012JHM,HBNsiteSI,2
NDARTU768MY1,HBNsiteSI,2
NDARTR840XP1,HBNsiteSI,2
NDARTR365NCY,HBNsiteSI,2
NDARTM946WJ7,HBNsiteSI,2
NDARTK185PBH,HBNsiteSI,2
NDARTF833WXB,HBNsiteSI,2
NDARRZ199KNG,HBNsiteSI,2
NDARRU600XWW,HBNsiteSI,2
NDARRP592GHK,HBNsiteSI,2
NDARRN619WHY,HBNsiteSI,2
NDARNJ894VH2,HBNsiteSI,2
NDARME930DE7,HBNsiteSI,2
NDARNJ687DMC,HBNsiteSI,2
NDARMH763YZD,HBNsiteSI,2
NDARME656MTN,HBNsiteSI,2
NDARMC412BCK,HBNsiteSI,2
NDARMA875ARE,HBNsiteSI,2
NDARLZ228PCB,HBNsiteSI,2
NDARLZ104NDT,HBNsiteSI,2
NDARLL389TUF,HBNsiteSI,2
NDARML142BEK,HBNsiteSI,2
NDARLG942AZ1,HBNsiteSI,2
NDARLF283KJX,HBNsiteSI,2
NDARLB017MBJ,HBNsiteSI,2
NDARKX761BH9,HBNsiteSI,2
NDARKX346VTV,HBNsiteSI,2
NDARUD764NFJ,HBNsiteSI,2
NDARKW999WZD,HBNsiteSI,2
NDARMJ699RJN,HBNsiteSI,2
NDARML148UCE,HBNsiteSI,2
NDARNH342XLK,HBNsiteSI,2
NDARMY533CYM,HBNsiteSI,2
NDARNG689AAP,HBNsiteSI,2
NDARNF954MK3,HBNsiteSI,2
NDARNE511XHU,HBNsiteSI,2
NDARMZ908DUR,HBNsiteSI,2
NDARMY967HNA,HBNsiteSI,2
NDARMM386PL6,HBNsiteSI,2
NDARMV410ZFY,HBNsiteSI,2
NDARMV247HRA,HBNsiteSI,2
NDARMR242UKQ,HBNsiteSI,2
NDARMM905VYR,HBNsiteSI,2
NDARMM782KJK,HBNsiteSI,2
NDARUA421HT8,HBNsiteSI,2
NDARXU679ZE8,HBNsiteSI,2
NDARUF069EHR,HBNsiteSI,2
NDARXU437UFZ,HBNsiteSI,2
NDARYM257RR6,HBNsiteSI,2
NDARYL272HDW,HBNsiteSI,2
NDARYH996DA9,HBNsiteSI,2
NDARYH110YV9,HBNsiteSI,2
NDARYB563VRT,HBNsiteSI,2
NDARXY337ZH9,HBNsiteSI,2
NDARXN425ZJB,HBNsiteSI,2
NDARXN047RUT,HBNsiteSI,2
NDARXK462WRZ,HBNsiteSI,2
NDARXK164TNN,HBNsiteSI,2
NDARXJ799NEB,HBNsiteSI,2
NDARXJ696AMX,HBNsiteSI,2
NDARXJ468UGL,HBNsiteSI,2
NDARXF956ZU6,HBNsiteSI,2
NDARYN484LLR,HBNsiteSI,2
NDARYU323ZDJ,HBNsiteSI,2
NDARXE684LUY,HBNsiteSI,2
NDARZG623FYX,HBNsiteSI,2
NDARKR010EN7,HBNsiteSI,2
NDARZW013RUH,HBNsiteSI,2
NDARZV766YXP,HBNsiteSI,2
NDARZT772PU4,HBNsiteSI,2
NDARZP564MHU,HBNsiteSI,2
NDARZJ414CAA,HBNsiteSI,2
NDARZH517ZVK,HBNsiteSI,2
NDARZG263HRK,HBNsiteSI,2
NDARYU620RH9,HBNsiteSI,2
NDARZF949WTW,HBNsiteSI,2
NDARZE542ZVH,HBNsiteSI,2
NDARZD991YLG,HBNsiteSI,2
NDARZB377WZJ,HBNsiteSI,2
NDARYZ408VWW,HBNsiteSI,2
NDARYY218AGA,HBNsiteSI,2
NDARYX530MZU,HBNsiteSI,2
NDARXF441RHQ,HBNsiteSI,2
NDARUF935UL3,HBNsiteSI,2
NDARVG461LA2,HBNsiteSI,2
NDARVG148WHV,HBNsiteSI,2
NDARVC246ZY8,HBNsiteSI,2
NDARVB811FVD,HBNsiteSI,2
NDARVB607WW4,HBNsiteSI,2
NDARUY876VL1,HBNsiteSI,2
NDARVH070WH6,HBNsiteSI,2
NDARUT792WX7,HBNsiteSI,2
NDARUM991EE8,HBNsiteSI,2
NDARUM569EV1,HBNsiteSI,2
NDARUL881JR9,HBNsiteSI,2
NDARUL341DD2,HBNsiteSI,2
NDARUJ646APQ,HBNsiteSI,2
NDARUG507AZX,HBNsiteSI,2
NDARVG971CHH,HBNsiteSI,2
NDARVM685MER,HBNsiteSI,2
NDARXB704HFD,HBNsiteSI,2
NDARWP237VB3,HBNsiteSI,2
NDARWZ709DLY,HBNsiteSI,2
NDARWZ283CWB,HBNsiteSI,2
NDARWX033HYK,HBNsiteSI,2
NDARWW901MTC,HBNsiteSI,2
NDARWV677EFC,HBNsiteSI,2
NDARWV470ATB,HBNsiteSI,2
NDARWV155PRG,HBNsiteSI,2
NDARWJ087HKJ,HBNsiteSI,2
NDARVN646NZP,HBNsiteSI,2
NDARWJ019VGU,HBNsiteSI,2
NDARWF090RZ7,HBNsiteSI,2
NDARWE145GN9,HBNsiteSI,2
NDARWC737UJ0,HBNsiteSI,2
NDARWB685NUG,HBNsiteSI,2
NDARVT231LJG,HBNsiteSI,2
NDARKR195PL9,HBNsiteSI,2
NDARDM425CG2,HBNsiteSI,2
NDARKM551DA4,HBNsiteSI,2
NDAREK375DKR,HBNsiteSI,2
NDARDH328DR9,HBNsiteSI,2
NDARDK983BDA,HBNsiteSI,2
NDARDN770HY6,HBNsiteSI,2
NDARDR658DRA,HBNsiteSI,2
NDARDU799BZF,HBNsiteSI,2
NDARDX469TC1,HBNsiteSI,2
NDARDX770PJK,HBNsiteSI,2
NDARDZ946KVL,HBNsiteSI,2
NDAREC182WW2,HBNsiteSI,2
NDAREF057VX5,HBNsiteSI,2
NDAREK544ENR,HBNsiteSI,2
NDARDA695XTL,HBNsiteSI,2
NDAREK947FYP,HBNsiteSI,2
NDAREL063PMX,HBNsiteSI,2
NDAREM018TJQ,HBNsiteSI,2
NDAREM141CKP,HBNsiteSI,2
NDARET653TAM,HBNsiteSI,2
NDAREY962BM7,HBNsiteSI,2
NDAREZ098ZPE,HBNsiteSI,2
NDARFA464HJQ,HBNsiteSI,2
NDARFB107PVH,HBNsiteSI,2
NDARFB500HHN,HBNsiteSI,2
NDARDB804YHE,HBNsiteSI,2
NDARCW419GBD,HBNsiteSI,2
NDARBA521RA8,HBNsiteSI,2
NDARAD481FXF,HBNsiteSI,2
NDARAJ366ZFA,HBNsiteSI,2
NDARAM277WZT,HBNsiteSI,2
NDARAR025WX4,HBNsiteSI,2
NDARAT100AEQ,HBNsiteSI,2
NDARAT299YRR,HBNsiteSI,2
NDARAV747WVL,HBNsiteSI,2
NDARAV894XWD,HBNsiteSI,2
NDARAV945MCQ,HBNsiteSI,2
NDARBB854DRN,HBNsiteSI,2
NDARCP360AFD,HBNsiteSI,2
NDARBG702FED,HBNsiteSI,2
NDARBK669XJQ,HBNsiteSI,2
NDARBM213BEA,HBNsiteSI,2
NDARBU112XZE,HBNsiteSI,2
NDARBV364MBC,HBNsiteSI,2
NDARBZ216FW8,HBNsiteSI,2
NDARCA186WGH,HBNsiteSI,2
NDARCB959FY4,HBNsiteSI,2
NDARCD401HGZ,HBNsiteSI,2
NDARCJ007GF8,HBNsiteSI,2
NDARCL080RHP,HBNsiteSI,2
NDARAE199TDD,HBNsiteSI,2
NDARFM080VAF,HBNsiteSI,2
NDARJR687LGX,HBNsiteSI,2
NDARHR944BBY,HBNsiteSI,2
NDARHW216PER,HBNsiteSI,2
NDARHX739YBW,HBNsiteSI,2
NDARHX877BLQ,HBNsiteSI,2
NDARHZ439EBY,HBNsiteSI,2
NDARJC514CE0,HBNsiteSI,2
NDARJK085PZL,HBNsiteSI,2
NDARJM708VGE,HBNsiteSI,2
NDARJP489HCE,HBNsiteSI,2
NDARJR525HTX,HBNsiteSI,2
NDARJT606WGQ,HBNsiteSI,2
NDARHP176DPE,HBNsiteSI,2
NDARJT730WP0,HBNsiteSI,2
NDARJV894XP2,HBNsiteSI,2
NDARKA429EPF,HBNsiteSI,2
NDARKC403LRW,HBNsiteSI,2
NDARKC452YVR,HBNsiteSI,2
NDARKF615JNZ,HBNsiteSI,2
NDARKG785VAJ,HBNsiteSI,2
NDARKH421UB1,HBNsiteSI,2
NDARKH741PL8,HBNsiteSI,2
NDARFN452VPC,HBNsiteSI,2
NDARHP558MGA,HBNsiteSI,2
NDARHM615PJH,HBNsiteSI,2
NDARGL963HU4,HBNsiteSI,2
NDARFR109LKT,HBNsiteSI,2
NDARFT834NT1,HBNsiteSI,2
NDARFW130NGG,HBNsiteSI,2
NDARFW444PN1,HBNsiteSI,2
NDARFY612EMR,HBNsiteSI,2
NDARFZ296UNG,HBNsiteSI,2
NDARGA967MGC,HBNsiteSI,2
NDARGE366WNC,HBNsiteSI,2
NDARGL834CMQ,HBNsiteSI,2
NDARFW292PBD,HBNsiteSI,2
NDARGM498YFL,HBNsiteSI,2
NDARHF023VG3,HBNsiteSI,2
NDARHM273AXL,HBNsiteSI,2
NDARGT022BEW,HBNsiteSI,2
NDARHL358LGQ,HBNsiteSI,2
NDARHJ946UPH,HBNsiteSI,2
NDARHL238VL2,HBNsiteSI,2
NDARHD059PEQ,HBNsiteSI,2
NDARHB993EV0,HBNsiteSI,2
NDARGY148EVU,HBNsiteSI,2
NDARGY054ENV,HBNsiteSI,2
NDARHG188YE9,HBNsiteCBIC,3
NDARHE899FJV,HBNsiteCBIC,3
NDARHC825ZFZ,HBNsiteCBIC,3
NDARGZ207NNA,HBNsiteCBIC,3
NDARGU844NZ3,HBNsiteCBIC,3
NDARGR893PUA,HBNsiteCBIC,3
NDARHG594GKH,HBNsiteCBIC,3
NDARHH819LH3,HBNsiteCBIC,3
NDARHX963YU1,HBNsiteCBIC,3
NDARHX628PC6,HBNsiteCBIC,3
NDARGR125APK,HBNsiteCBIC,3
NDARFX083RCV,HBNsiteCBIC,3
NDARFV061AR5,HBNsiteCBIC,3
NDARFU916UZY,HBNsiteCBIC,3
NDARFU395UBW,HBNsiteCBIC,3
NDARFT787HJW,HBNsiteCBIC,3
NDARFM619GTV,HBNsiteCBIC,3
NDARGB000CW8,HBNsiteCBIC,3
NDARGL085RTW,HBNsiteCBIC,3
NDARGH842VFY,HBNsiteCBIC,3
NDARGF445UFB,HBNsiteCBIC,3
NDARGE994BMX,HBNsiteCBIC,3
NDARGB528CP8,HBNsiteCBIC,3
NDARKZ312XR1,HBNsiteCBIC,3
NDARKX528PH3,HBNsiteCBIC,3
NDARKX371CJY,HBNsiteCBIC,3
NDARKW383ZPF,HBNsiteCBIC,3
NDARKW010CT2,HBNsiteCBIC,3
NDARKV807EMJ,HBNsiteCBIC,3
NDARKU649DB7,HBNsiteCBIC,3
NDARKN633WZA,HBNsiteCBIC,3
NDARJA262HTY,HBNsiteCBIC,3
NDARLU939YX4,HBNsiteCBIC,3
NDARLM313FVX,HBNsiteCBIC,3
NDARLM196YRG,HBNsiteCBIC,3
NDARLF446MT5,HBNsiteCBIC,3
NDARJU307YHB,HBNsiteCBIC,3
NDARJT615WM7,HBNsiteCBIC,3
NDARJJ277JP3,HBNsiteCBIC,3
NDARJF517HC8,HBNsiteCBIC,3
NDARJE678MWN,HBNsiteCBIC,3
NDARJC559WW5,HBNsiteCBIC,3
NDARJC010YYF,HBNsiteCBIC,3
NDARJA788CH7,HBNsiteCBIC,3
NDARJA737FAJ,HBNsiteCBIC,3
NDARKL327YDQ,HBNsiteCBIC,3
NDARKG460MWV,HBNsiteCBIC,3
NDARKF442GZ5,HBNsiteCBIC,3
NDARKB290YNY,HBNsiteCBIC,3
NDARKA958FAH,HBNsiteCBIC,3
NDARJY676CWZ,HBNsiteCBIC,3
NDARJX258XF0,HBNsiteCBIC,3
NDARFM211KDJ,HBNsiteCBIC,3
NDARCC340ER5,HBNsiteCBIC,3
NDARBZ913ZB9,HBNsiteCBIC,3
NDARBX830ZD4,HBNsiteCBIC,3
NDARBV167RMU,HBNsiteCBIC,3
NDARBU098PJT,HBNsiteCBIC,3
