subject,session,AcqGroup
sub-3533807592,PNC1,1
sub-3552163094,PNC1,1
sub-3601751755,PNC1,1
sub-3598760125,PNC1,1
sub-3573560794,PNC1,1
sub-3572235922,PNC1,1
sub-3569165538,PNC1,1
sub-3567315418,PNC1,1
sub-3561979823,PNC1,1
sub-3549674509,PNC1,1
sub-3549161979,PNC1,1
sub-3548675539,PNC1,1
sub-3545637731,PNC1,1
sub-3544869608,PNC1,1
sub-3539717209,PNC1,1
sub-3538085126,PNC1,1
sub-3535898260,PNC1,1
sub-3535052608,PNC1,1
sub-2085520575,PNC1,1
sub-2074348568,PNC1,1
sub-708998859,PNC1,1
sub-706517651,PNC1,1
sub-699682516,PNC1,1
sub-699288066,PNC1,1
sub-696727241,PNC1,1
sub-688334597,PNC1,1
sub-680441334,PNC1,1
sub-678139191,PNC1,1
sub-677581716,PNC1,1
sub-676758900,PNC1,1
sub-674306142,PNC1,1
sub-673480448,PNC1,1
sub-669437295,PNC1,1
sub-662466380,PNC1,1
sub-661770582,PNC1,1
sub-661613686,PNC1,1
sub-657998684,PNC1,1
sub-707016535,PNC1,1
sub-713088600,PNC1,1
sub-714036765,PNC1,1
sub-765502775,PNC1,1
sub-764315034,PNC1,1
sub-762034957,PNC1,1
sub-759622826,PNC1,1
sub-756380264,PNC1,1
sub-754064811,PNC1,1
sub-749926734,PNC1,1
sub-749654008,PNC1,1
sub-746461855,PNC1,1
sub-736568905,PNC1,1
sub-733780371,PNC1,1
sub-731048453,PNC1,1
sub-725744795,PNC1,1
sub-725712542,PNC1,1
sub-718830447,PNC1,1
sub-634597131,PNC1,1
sub-766617571,PNC1,1
sub-574930953,PNC1,1
sub-568769650,PNC1,1
sub-566745642,PNC1,1
sub-550810566,PNC1,1
sub-537502840,PNC1,1
sub-536638696,PNC1,1
sub-530789110,PNC1,1
sub-527463413,PNC1,1
sub-526023406,PNC1,1
sub-524958008,PNC1,1
sub-523278137,PNC1,1
sub-520579518,PNC1,1
sub-517593246,PNC1,1
sub-510706202,PNC1,1
sub-507224785,PNC1,1
sub-500214245,PNC1,1
sub-499092343,PNC1,1
sub-631348709,PNC1,1
sub-579459470,PNC1,1
sub-629271662,PNC1,1
sub-628391776,PNC1,1
sub-628144066,PNC1,1
sub-624155263,PNC1,1
sub-620265516,PNC1,1
sub-619635668,PNC1,1
sub-618085604,PNC1,1
sub-612700286,PNC1,1
sub-610158411,PNC1,1
sub-609583468,PNC1,1
sub-606185341,PNC1,1
sub-597625120,PNC1,1
sub-595113616,PNC1,1
sub-594496588,PNC1,1
sub-584328521,PNC1,1
sub-579934409,PNC1,1
sub-765941980,PNC1,1
sub-768254884,PNC1,1
sub-969649154,PNC1,1
sub-964422005,PNC1,1
sub-962036104,PNC1,1
sub-956032422,PNC1,1
sub-952845911,PNC1,1
sub-951581315,PNC1,1
sub-950661655,PNC1,1
sub-947782339,PNC1,1
sub-943724490,PNC1,1
sub-924815264,PNC1,1
sub-924632425,PNC1,1
sub-920823026,PNC1,1
sub-919679140,PNC1,1
sub-915920148,PNC1,1
sub-915599319,PNC1,1
sub-911677944,PNC1,1
sub-909152050,PNC1,1
sub-908607262,PNC1,1
sub-965145125,PNC1,1
sub-970890500,PNC1,1
sub-905292781,PNC1,1
sub-972336786,PNC1,1
sub-1011497669,PNC1,1
sub-1007995238,PNC1,1
sub-1006151876,PNC1,1
sub-1001970838,PNC1,1
sub-1000393599,PNC1,1
sub-997818717,PNC1,1
sub-986035435,PNC1,1
sub-985910486,PNC1,1
sub-983504031,PNC1,1
sub-982522394,PNC1,1
sub-981492397,PNC1,1
sub-978955855,PNC1,1
sub-978316517,PNC1,1
sub-975856179,PNC1,1
sub-974108074,PNC1,1
sub-906347615,PNC1,1
sub-903529086,PNC1,1
sub-835121147,PNC1,1
sub-834809108,PNC1,1
sub-831211165,PNC1,1
sub-831081379,PNC1,1
sub-826824711,PNC1,1
sub-826730657,PNC1,1
sub-823277717,PNC1,1
sub-818654763,PNC1,1
sub-813520934,PNC1,1
sub-809074299,PNC1,1
sub-808687263,PNC1,1
