subject,session,AcqGroup
sub-20350,1,4
sub-20361,2,4
sub-20414,1,4
sub-20474,1,4
sub-20474,2,4
sub-20487,2,4
sub-20489,1,4
sub-20491,1,4
sub-20492,1,4
sub-20502,1,4
sub-20503,1,4
sub-20417,2,4
sub-20422,1,4
sub-20446,1,4
sub-20453,1,4
sub-20215,1,4
sub-20215,2,4
sub-20193,1,4
sub-20171,1,4
sub-20172,1,4
sub-20182,1,4
sub-20301,1,4
sub-20312,1,4
sub-20320,1,4
sub-20266,1,4
sub-20292,1,4
sub-20286,1,4
sub-20745,2,5
sub-20720,1,5
sub-20860,1,5
sub-20827,1,5
sub-20856,1,5
sub-20818,1,5
sub-20769,2,5
sub-20529,1,5
sub-20521,1,5
sub-20525,1,5
sub-20615,1,5
sub-20611,1,5
sub-20628,1,5
sub-21106,2,5
sub-21108,1,5
sub-21059,1,5
sub-21125,2,5
sub-20936,2,5
sub-20884,1,5
sub-20884,2,5
sub-20892,1,5
sub-20892,2,5
sub-20991,1,5
sub-20981,1,5
sub-20025,1,5
sub-20006,1,5
sub-20008,1,5
sub-20149,1,5
sub-20073,1,5
sub-20383,1,5
sub-20331,1,5
sub-20409,1,5
sub-20151,1,5
sub-20482,1,5
sub-20420,1,5
sub-20326,2,5
sub-20195,2,5
sub-20172,2,5
sub-20308,1,5
sub-20321,1,5
sub-20255,2,5
sub-20290,1,5
sub-20726,2,6
sub-20749,1,6
sub-20749,2,6
sub-20795,2,6
sub-20579,1,6
sub-20581,1,6
sub-20541,2,6
sub-20653,2,6
sub-21077,1,6
sub-20868,1,6
sub-20923,1,6
sub-20887,1,6
sub-21011,1,6
sub-20014,1,6
sub-20105,1,6
sub-20122,1,6
sub-20088,1,6
sub-10827,2,6
sub-20376,1,6
sub-20388,2,6
sub-20395,1,6
sub-20417,1,6
sub-20429,1,6
sub-20210,1,6
sub-20162,1,6
sub-20178,1,6
sub-20253,1,6
sub-20277,1,6
sub-10621,1,7
sub-10632,1,7
sub-10643,1,7
sub-10649,1,7
sub-10651,1,7
sub-10655,1,7
sub-10662,1,7
sub-10667,1,7
sub-10683,1,7
sub-10694,1,7
sub-10703,1,7
sub-10745,1,7
sub-10749,1,7
sub-10753,1,7
sub-10773,1,7
sub-10781,1,7
sub-10787,1,7
sub-10824,1,7
sub-10849,1,7
sub-10881,1,7
sub-11021,1,7
sub-11058,1,7
sub-11106,1,7
sub-11133,1,7
sub-11044,1,8
sub-11003,1,8
sub-11030,1,8
sub-10950,1,8
sub-11039,1,8
sub-11144,1,8
sub-10620,2,8
sub-11165,1,8
sub-11197,1,8
sub-11171,1,8
sub-11170,1,8
sub-10686,1,8
sub-10687,1,8
sub-10685,1,8
sub-20765,2,9
sub-20719,2,9
sub-20800,2,9
sub-20671,1,9
sub-20655,2,9
sub-21106,1,9
sub-21838,2,9
sub-21927,2,9
sub-20880,1,9
sub-20141,1,9
sub-20082,1,9
sub-20204,1,9
sub-20311,1,9
sub-20290,2,9
sub-20296,1,10
sub-20648,1,10
sub-20714,1,10
sub-20726,1,10
sub-20738,2,10
sub-20923,2,10
sub-21033,2,10
sub-203262,2,10
sub-10794,2,11
sub-11004,2,11
sub-10001,2,11
sub-10618,1,11
sub-11210,2,11
sub-10700,2,11
sub-10684,2,11
sub-10671,2,11
sub-11477,2,12
sub-10618,2,12
sub-10624,2,12
sub-10628,2,12
sub-11030,2,12
sub-10835,2,12
sub-10853,2,12
sub-20662,1,13
sub-21093,1,13
sub-21134,1,13
sub-20871,1,13
sub-20067,2,13
sub-20381,1,13
sub-20494,1,13
sub-20880,2,14
sub-20466,2,14
sub-20409,2,14
sub-20369,2,14
sub-20293,2,14
sub-20004,2,14
sub-20096,2,15
sub-20157,2,15
sub-20871,2,15
sub-21055,2,15
sub-21120,2,15
sub-11756,2,16
sub-10667,2,16
sub-11058,2,16
sub-11149,2,16
sub-10829,2,16
sub-20815,2,17
sub-21080,2,17
sub-20875,2,17
sub-21004,2,17
sub-20991,2,17
sub-10766,1,18
sub-11014,1,18
sub-10960,1,18
sub-10884,1,18
sub-10695,1,18
sub-20639,2,19
sub-21362,2,19
sub-20146,2,19
sub-20168,1,19
sub-20839,1,20
sub-21053,1,20
sub-20221,1,20
